Scoot,Berlin (BER),Sydney (SYD),645,2520,1,09:35,11:35,Friday,4/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1825,2,19:35,10:00,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1710,2,07:05,19:35,Friday,4/08/2023
Finnair,Berlin (BER),Sydney (SYD),1283,1620,2,19:15,06:15,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1535,2,19:35,05:10,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1298,1610,2,19:35,06:25,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1312,1485,2,11:45,20:30,Friday,4/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1341,1540,2,10:50,20:30,Friday,4/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1347,1485,2,11:45,20:30,Friday,4/08/2023
British Airways,Berlin (BER),Sydney (SYD),1403,1960,2,14:15,06:55,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1409,1825,2,19:35,10:00,Friday,4/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1420,1850,2,19:35,10:25,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1456,1590,2,19:35,06:05,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Friday,4/08/2023
Singapore Airlines,Berlin (BER),Sydney (SYD),1514,1400,1,09:35,16:55,Friday,4/08/2023
Qatar Airways,Berlin (BER),Sydney (SYD),1533,1385,1,10:05,17:10,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1550,1645,2,18:50,06:15,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1582,1580,2,11:45,22:05,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1582,1580,2,19:45,06:05,Friday,4/08/2023
British Airways,Berlin (BER),Sydney (SYD),1585,1700,2,16:50,05:10,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1670,1555,2,08:15,18:10,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1670,1585,2,07:45,18:10,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1670,1645,2,06:45,18:10,Friday,4/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1754,1640,2,19:35,06:55,Friday,4/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Saturday,5/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Saturday,5/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1825,2,19:35,10:00,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1535,2,19:35,05:10,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1815,2,14:55,05:10,Saturday,5/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1304,1850,2,19:35,10:25,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1312,1485,2,11:45,20:30,Saturday,5/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1347,1485,2,11:45,20:30,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1409,1495,2,10:40,19:35,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1409,1715,2,07:00,19:35,Saturday,5/08/2023
Malaysia Airlines,Berlin (BER),Sydney (SYD),1415,2000,2,16:40,10:00,Saturday,5/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1420,1580,2,19:35,05:55,Saturday,5/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1456,1615,2,11:10,22:05,Saturday,5/08/2023
