Airline,Departure,Arrival,price,Duration,Stops,Departure_Time,Arrival_Time,Day_Week,Day_Month,Destination
Air Baltic,Berlin (BER),Rome (FCO),173,315,1,08:20,13:35,Thursday,31/08/2023,Rome
Brussels Airlines,Berlin (BER),Rome (FCO),174,505,1,11:40,20:05,Thursday,31/08/2023,Rome
Lufthansa,Berlin (BER),Rome (FCO),175,260,1,08:15,12:35,Thursday,31/08/2023,Rome
Lufthansa,Berlin (BER),Rome (FCO),175,320,1,07:15,12:35,Thursday,31/08/2023,Rome
Lufthansa,Berlin (BER),Rome (FCO),175,350,1,06:45,12:35,Thursday,31/08/2023,Rome
Lufthansa,Berlin (BER),Rome (FCO),175,470,1,10:45,18:35,Thursday,31/08/2023,Rome
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Tuesday,1/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1710,2,07:05,19:35,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1535,2,19:35,05:10,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1600,2,19:35,06:15,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1815,2,14:55,05:10,Tuesday,1/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1304,1580,2,19:35,05:55,Tuesday,1/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1304,1850,2,19:35,10:25,Tuesday,1/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1304,1860,2,14:55,05:55,Tuesday,1/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1304,2115,2,10:40,05:55,Tuesday,1/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1341,1540,2,10:50,20:30,Tuesday,1/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1347,1485,2,11:45,20:30,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1351,2030,2,12:25,06:15,Tuesday,1/08/2023,Sydney
Malaysia Airlines,Berlin (BER),Sydney (SYD),1389,2000,2,16:40,10:00,Tuesday,1/08/2023,Sydney
Qatar Airways,Berlin (BER),Sydney (SYD),1403,2430,1,16:40,17:10,Tuesday,1/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1403,2070,2,12:25,06:55,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1409,1825,2,19:35,10:00,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1456,1590,2,19:35,06:05,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1456,1870,2,14:55,06:05,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Tuesday,1/08/2023,Sydney
Qatar Airways,Berlin (BER),Sydney (SYD),1507,1385,1,10:05,17:10,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1550,1645,2,18:50,06:15,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1550,1725,2,17:30,06:15,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1557,1695,2,18:00,06:15,Tuesday,1/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1557,1580,2,11:45,22:05,Tuesday,1/08/2023,Sydney
Scoot,Berlin (BER),Sydney (SYD),595,1570,1,09:35,19:45,Wednesday,2/08/2023,Sydney
Scoot,Berlin (BER),Sydney (SYD),595,2520,1,09:35,11:35,Wednesday,2/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),985,1540,2,10:50,20:30,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1520,2,10:55,20:15,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1600,2,09:35,20:15,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1755,2,07:00,20:15,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1034,1600,2,19:35,06:15,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1034,1880,2,14:55,06:15,Wednesday,2/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1180,1835,2,16:55,07:30,Wednesday,2/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Wednesday,2/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Wednesday,2/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1825,2,19:35,10:00,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1287,1535,2,10:55,20:30,Wednesday,2/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1291,1800,2,16:55,06:55,Wednesday,2/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1291,2145,2,11:10,06:55,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1298,1890,2,14:55,06:25,Wednesday,2/08/2023,Sydney
Cathay Pacific,Berlin (BER),Sydney (SYD),1358,2035,2,16:55,10:50,Wednesday,2/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1374,1695,2,16:55,05:10,Wednesday,2/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1374,1955,2,12:35,05:10,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1429,1735,2,09:10,22:05,Wednesday,2/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1725,2,18:10,06:55,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1456,1870,2,14:55,06:05,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Wednesday,2/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1485,1690,2,07:25,19:35,Wednesday,2/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1021,1485,2,11:45,20:30,Thursday,3/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Thursday,3/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Thursday,3/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1825,2,19:35,10:00,Thursday,3/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1291,1865,2,15:10,06:15,Thursday,3/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1291,1865,2,15:10,06:15,Thursday,3/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1341,1540,2,10:50,20:30,Thursday,3/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1351,1865,2,15:10,06:15,Thursday,3/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1408,1800,2,15:10,05:10,Thursday,3/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1420,1580,2,19:35,05:55,Thursday,3/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1420,1850,2,19:35,10:25,Thursday,3/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1420,1860,2,14:55,05:55,Thursday,3/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1429,1735,2,09:10,22:05,Thursday,3/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1620,2,19:15,06:15,Thursday,3/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1685,2,18:10,06:15,Thursday,3/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1660,2,19:15,06:55,Thursday,3/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Thursday,3/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1485,1710,2,07:05,19:35,Thursday,3/08/2023,Sydney
Qatar Airways,Berlin (BER),Sydney (SYD),1511,2430,1,16:40,17:10,Thursday,3/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1519,1405,2,09:45,17:10,Thursday,3/08/2023,Sydney
KLM,Berlin (BER),Sydney (SYD),1546,1915,2,14:30,06:25,Thursday,3/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1557,1790,2,08:15,22:05,Thursday,3/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1557,1790,2,08:15,22:05,Thursday,3/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1585,1800,2,15:10,05:10,Thursday,3/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1585,1965,2,12:25,05:10,Thursday,3/08/2023,Sydney
Scoot,Berlin (BER),Sydney (SYD),645,1570,1,09:35,19:45,Friday,4/08/2023,Sydney
Scoot,Berlin (BER),Sydney (SYD),645,2520,1,09:35,11:35,Friday,4/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1825,2,19:35,10:00,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1710,2,07:05,19:35,Friday,4/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1283,1620,2,19:15,06:15,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1535,2,19:35,05:10,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1298,1610,2,19:35,06:25,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1312,1485,2,11:45,20:30,Friday,4/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1341,1540,2,10:50,20:30,Friday,4/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1347,1485,2,11:45,20:30,Friday,4/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1403,1960,2,14:15,06:55,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1409,1825,2,19:35,10:00,Friday,4/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1420,1850,2,19:35,10:25,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1456,1590,2,19:35,06:05,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Friday,4/08/2023,Sydney
Singapore Airlines,Berlin (BER),Sydney (SYD),1514,1400,1,09:35,16:55,Friday,4/08/2023,Sydney
Qatar Airways,Berlin (BER),Sydney (SYD),1533,1385,1,10:05,17:10,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1550,1645,2,18:50,06:15,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1582,1580,2,11:45,22:05,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1582,1580,2,19:45,06:05,Friday,4/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1585,1700,2,16:50,05:10,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1670,1555,2,08:15,18:10,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1670,1585,2,07:45,18:10,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1670,1645,2,06:45,18:10,Friday,4/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1754,1640,2,19:35,06:55,Friday,4/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Saturday,5/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Saturday,5/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1825,2,19:35,10:00,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1535,2,19:35,05:10,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1291,1815,2,14:55,05:10,Saturday,5/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1304,1850,2,19:35,10:25,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1312,1485,2,11:45,20:30,Saturday,5/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1347,1485,2,11:45,20:30,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1409,1495,2,10:40,19:35,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1409,1715,2,07:00,19:35,Saturday,5/08/2023,Sydney
Malaysia Airlines,Berlin (BER),Sydney (SYD),1415,2000,2,16:40,10:00,Saturday,5/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1420,1580,2,19:35,05:55,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1456,1615,2,11:10,22:05,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1620,2,18:10,05:10,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1620,2,19:15,06:15,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1485,1680,2,07:35,19:35,Saturday,5/08/2023,Sydney
Qatar Airways,Berlin (BER),Sydney (SYD),1537,2430,1,16:40,17:10,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1555,1570,2,07:00,17:10,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1582,1580,2,11:45,22:05,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1582,1640,2,10:45,22:05,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1611,1720,2,07:35,20:15,Saturday,5/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1614,2060,2,12:35,06:55,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1628,1530,2,19:35,05:05,Saturday,5/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1628,1810,2,14:55,05:05,Saturday,5/08/2023,Sydney
Scoot,Berlin (BER),Sydney (SYD),534,2520,1,09:35,11:35,Sunday,6/08/2023,Sydney
Scoot,Berlin (BER),Sydney (SYD),595,1570,1,09:35,19:45,Sunday,6/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1110,1780,2,16:35,06:15,Sunday,6/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1535,2,19:35,05:10,Sunday,6/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1815,2,14:55,05:10,Sunday,6/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Sunday,6/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Sunday,6/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1860,2,14:55,05:55,Sunday,6/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Sunday,6/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Sunday,6/08/2023,Sydney
Etihad Airways,Berlin (BER),Sydney (SYD),1222,1635,2,06:55,18:10,Sunday,6/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1705,2,07:10,19:35,Sunday,6/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1287,1770,2,07:00,20:30,Sunday,6/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1291,1780,2,16:35,06:15,Sunday,6/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1291,1820,2,16:35,06:55,Sunday,6/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1312,1485,2,11:45,20:30,Sunday,6/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1341,1540,2,10:50,20:30,Sunday,6/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1347,1485,2,11:45,20:30,Sunday,6/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1374,1715,2,16:35,05:10,Sunday,6/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1374,1875,2,13:55,05:10,Sunday,6/08/2023,Sydney
Qatar Airways,Berlin (BER),Sydney (SYD),1399,1385,1,10:05,17:10,Sunday,6/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1403,2070,2,11:45,06:15,Sunday,6/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1408,1715,2,16:35,05:10,Sunday,6/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1620,2,19:15,06:15,Sunday,6/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1660,2,19:15,06:55,Sunday,6/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),985,1540,2,10:50,20:30,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),986,1485,2,11:45,20:30,Monday,7/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1021,1485,2,11:45,20:30,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1069,1645,2,18:50,06:15,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1112,1705,2,07:10,19:35,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1112,2100,2,15:00,10:00,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1535,2,19:35,05:10,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1600,2,19:35,06:15,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1815,2,14:55,05:10,Monday,7/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Monday,7/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Monday,7/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Monday,7/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1825,2,19:35,10:00,Monday,7/08/2023,Sydney
Korean Air,Berlin (BER),Sydney (SYD),1272,1695,2,18:00,06:15,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1590,2,19:35,06:05,Monday,7/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1291,1915,2,15:00,06:55,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1361,1495,2,10:40,19:35,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1408,1810,2,15:00,05:10,Monday,7/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1660,2,19:15,06:55,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1459,1695,2,18:00,06:15,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1745,2,07:10,20:15,Monday,7/08/2023,Sydney
Etihad Airways,Berlin (BER),Sydney (SYD),1507,1635,2,06:55,18:10,Monday,7/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1585,1810,2,15:00,05:10,Monday,7/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1627,1405,2,09:45,17:10,Monday,7/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),991,1485,2,11:45,20:30,Tuesday,8/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),1015,1540,2,10:50,20:30,Tuesday,8/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1110,1900,2,14:35,06:15,Tuesday,8/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1535,2,19:35,05:10,Tuesday,8/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1880,2,14:55,06:15,Tuesday,8/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Tuesday,8/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Tuesday,8/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1860,2,14:55,05:55,Tuesday,8/08/2023,Sydney
KLM,Berlin (BER),Sydney (SYD),1170,2240,2,09:05,06:25,Tuesday,8/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1181,1900,2,14:35,06:15,Tuesday,8/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Tuesday,8/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Tuesday,8/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1199,1590,2,19:35,06:05,Tuesday,8/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1199,1870,2,14:55,06:05,Tuesday,8/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1495,2,10:40,19:35,Tuesday,8/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1715,2,07:00,19:35,Tuesday,8/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1710,2,07:05,19:35,Tuesday,8/08/2023,Sydney
Qatar Airways,Berlin (BER),Sydney (SYD),1308,2430,1,16:40,17:10,Tuesday,8/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1322,1645,2,18:50,06:15,Tuesday,8/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1374,1835,2,14:35,05:10,Tuesday,8/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1374,1965,2,12:25,05:10,Tuesday,8/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1408,1835,2,14:35,05:10,Tuesday,8/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1620,2,19:15,06:15,Tuesday,8/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1685,2,18:10,06:15,Tuesday,8/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1441,1660,2,19:15,06:55,Tuesday,8/08/2023,Sydney
Scoot,Berlin (BER),Sydney (SYD),489,1570,1,09:35,19:45,Wednesday,9/08/2023,Sydney
Scoot,Berlin (BER),Sydney (SYD),489,2520,1,09:35,11:35,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),950,1540,2,10:50,20:30,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),966,1535,2,19:35,05:10,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),966,1600,2,19:35,06:15,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),966,1815,2,14:55,05:10,Wednesday,9/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),985,1540,2,10:50,20:30,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1023,1695,2,16:55,05:10,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1520,2,10:55,20:15,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1600,2,09:35,20:15,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1755,2,07:00,20:15,Wednesday,9/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1040,1825,2,19:35,10:00,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1083,1835,2,16:55,07:30,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1112,1690,2,07:25,19:35,Wednesday,9/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Wednesday,9/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1131,1590,2,19:35,06:05,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1145,1580,2,19:35,05:55,Wednesday,9/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1162,1760,2,16:55,06:15,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1183,1825,2,19:35,10:00,Wednesday,9/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Wednesday,9/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1244,1555,2,19:15,05:10,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1244,1620,2,18:10,05:10,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1244,1620,2,19:15,06:15,Wednesday,9/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),956,1485,2,11:45,20:30,Thursday,10/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),966,1535,2,19:35,05:10,Thursday,10/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),985,1540,2,10:50,20:30,Thursday,10/08/2023,Sydney
Thai Airways International,Berlin (BER),Sydney (SYD),991,1485,2,11:45,20:30,Thursday,10/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1034,1600,2,19:35,06:15,Thursday,10/08/2023,Sydney
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Thursday,10/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1131,1590,2,19:35,06:05,Thursday,10/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1181,1865,2,15:10,06:15,Thursday,10/08/2023,Sydney
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Thursday,10/08/2023,Sydney
British Airways,Berlin (BER),Sydney (SYD),1262,1800,2,15:10,05:10,Thursday,10/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1266,1530,2,19:35,05:05,Thursday,10/08/2023,Sydney
Multiple airlines,Berlin (BER),Sydney (SYD),1268,1800,2,15:10,05:10,Thursday,10/08/2023,Sydney
